efector;fechaGasto;periodo;numero_comprobante_gasto;codigogasto;efector_sesion;monto;concepto
G12140;2014-11-19;2014-11;;3.2;;332.00;
G12140;2014-11-26;2014-11;;3.2;;593.00;
G12140;2014-11-26;2014-11;;4.2;;1344.10;
G12140;2014-11-19;2014-11;;4.2;;253.00;
G12140;2014-11-19;2014-11;;5.1;;778.00;
G12140;2014-11-19;2014-11;;5.1;;575.00;
G09256;2014-11-20;2014-11;;2.1;;2000.00;
G09256;2014-11-20;2014-11;;2.1;;1000.00;
G09256;2014-11-20;2014-11;;2.1;;1000.00;
G09256;2014-11-20;2014-11;;2.1;;1000.00;
G09256;2014-11-20;2014-11;;2.1;;1000.00;
G09256;2014-11-20;2014-11;;2.1;;1000.00;
G09256;2014-11-20;2014-11;;2.1;;1000.00;
G09256;2014-11-20;2014-11;;2.3;;1200.00;
G09256;2014-11-20;2014-11;;2.3;;1000.00;
G09256;2014-11-20;2014-11;;2.3;;1000.00;
G09256;2014-11-20;2014-11;;2.3;;1000.00;
G09256;2014-11-20;2014-11;;2.3;;1000.00;
G09256;2014-11-20;2014-11;;2.3;;1000.00;
G09256;2014-11-20;2014-11;;2.3;;1000.00;
G09256;2014-11-20;2014-11;;2.3;;800.00;
G98926;2014-11-03;2014-11;;2.3;;1800.00;
G98926;2014-11-03;2014-11;;2.3;;1800.00;
G98926;2014-11-03;2014-11;;2.3;;1800.00;
G98926;2014-11-03;2014-11;;2.3;;800.00;
G98926;2014-11-03;2014-11;;2.3;;1800.00;
G98926;2014-11-03;2014-11;;2.3;;1800.00;
G98926;2014-11-03;2014-11;;2.3;;2000.00;
G98926;2014-11-04;2014-11;;3.2;;291.00;
G98926;2014-11-07;2014-11;;3.2;;300.00;
G98926;2014-11-07;2014-11;;4.3;;9700.00;
G98926;2014-11-04;2014-11;;5.1;;9315.00;
G98924;2014-11-10;2014-11;;2.3;;850.00;
G98931;2014-11-04;2014-11;;2.3;;1500.00;
G98931;2014-11-03;2014-11;;3.2;;220.80;
G98931;2014-11-19;2014-11;;3.2;;135.50;
G98931;2014-11-21;2014-11;;3.2;;900.00;
G98931;2014-11-06;2014-11;;5.1;;1000.00;
G98931;2014-11-06;2014-11;;5.2;;284.22;
G98931;2014-11-18;2014-11;;5.3;;230.00;
G98931;2014-11-18;2014-11;;5.3;;645.00;
G98931;2014-11-20;2014-11;;5.3;;650.00;
G07501;2014-11-30;2014-11;;;;;
G07580;2014-11-10;2014-11;;2.1;;2200.00;
G07580;2014-11-10;2014-11;;2.1;;2000.00;
G07580;2014-11-10;2014-11;;2.1;;2000.00;
G07580;2014-11-10;2014-11;;2.2;;2000.00;
G07580;2014-11-10;2014-11;;2.2;;1500.00;
G07580;2014-11-11;2014-11;;2.3;;1000.00;
G07580;2014-11-11;2014-11;;2.3;;2000.00;
G07580;2014-11-11;2014-11;;2.3;;500.00;
G07580;2014-11-11;2014-11;;3.2;;506.00;
G07580;2014-11-11;2014-11;;3.2;;500.00;
G07580;2014-11-07;2014-11;;3.2;;750.00;
G07580;2014-11-14;2014-11;;4.3;;2100.00;
G07530;2014-11-17;2014-11;;2.1;;2000.00;
G07530;2014-11-14;2014-11;;2.1;;4000.00;
G07530;2014-11-18;2014-11;;2.1;;1500.00;
G07530;2014-11-20;2014-11;;2.1;;2000.00;
G07530;2014-11-07;2014-11;;2.3;;2000.00;
G07530;2014-11-14;2014-11;;2.3;;2000.00;
G07530;2014-11-27;2014-11;;2.3;;1250.00;
G07530;2014-11-28;2014-11;;2.3;;2000.00;
G07530;2014-11-14;2014-11;;3.2;;500.00;
G07530;2014-11-17;2014-11;;3.2;;709.00;
G07530;2014-11-18;2014-11;;3.2;;1500.00;
G07609;2014-11-30;2014-11;;;;;
G07514;2014-11-25;2014-11;;2.1;;1400.00;
G07514;2014-11-05;2014-11;;2.1;;5579.00;
G07514;2014-11-05;2014-11;;2.1;;1800.00;
G07514;2014-11-05;2014-11;;2.1;;2000.00;
G07514;2014-11-05;2014-11;;2.2;;2000.00;
G07514;2014-11-04;2014-11;;2.3;;1700.00;
G07514;2014-11-04;2014-11;;2.3;;3500.00;
G07514;2014-11-04;2014-11;;2.3;;3500.00;
G07514;2014-11-07;2014-11;;2.3;;1400.00;
G07514;2014-11-07;2014-11;;2.3;;3300.00;
G07514;2014-11-05;2014-11;;2.3;;1500.00;
G07514;2014-11-06;2014-11;;3.2;;188.00;
G07514;2014-11-19;2014-11;;3.2;;21.00;
G07514;2014-11-04;2014-11;;4.3;;1778.00;
G07514;2014-11-19;2014-11;;5.2;;1500.00;
G07116;2014-11-04;2014-11;;2.1;;3000.00;
G07116;2014-11-27;2014-11;;2.2;;400.00;
G07116;2014-11-04;2014-11;;2.2;;1000.00;
G07116;2014-11-04;2014-11;;2.3;;600.00;
G07116;2014-11-20;2014-11;;2.3;;500.00;
G07116;2014-11-27;2014-11;;3.2;;1000.00;
G07097;2014-11-07;2014-11;;2.1;;2300.00;
G07097;2014-11-07;2014-11;;2.3;;1300.00;
G03609;2014-11-07;2014-11;;2.1;;2000.00;
G03609;2014-11-28;2014-11;;2.2;;450.00;
G03609;2014-11-18;2014-11;;2.2;;1450.00;
G03609;2014-11-28;2014-11;;2.2;;1650.00;
G03609;2014-11-28;2014-11;;2.2;;850.00;
G03609;2014-11-28;2014-11;;2.2;;650.00;
G03609;2014-11-28;2014-11;;2.2;;1450.00;
G03609;2014-11-28;2014-11;;2.2;;1450.00;
G03609;2014-11-28;2014-11;;2.3;;200.00;
G03609;2014-11-28;2014-11;;2.3;;200.00;
G03609;2014-11-28;2014-11;;2.3;;650.00;
G03609;2014-11-19;2014-11;;3.2;;231.00;
G03609;2014-11-25;2014-11;;2.3;;90.00;
G07508;2014-11-19;2014-11;;2.1;;6000.00;
G07508;2014-11-19;2014-11;;2.1;;5200.00;
G07508;2014-11-19;2014-11;;2.2;;1500.00;
G07508;2014-11-19;2014-11;;2.2;;1500.00;
G07508;2014-11-19;2014-11;;2.3;;1052.00;
G07508;2014-11-19;2014-11;;2.3;;1052.00;
G07508;2014-11-19;2014-11;;2.3;;1052.00;
G07508;2014-11-19;2014-11;;2.3;;1052.00;
G07508;2014-11-19;2014-11;;2.3;;800.00;
G07508;2014-11-19;2014-11;;2.3;;800.00;
G07508;2014-11-19;2014-11;;2.3;;700.00;
G07508;2014-11-19;2014-11;;2.3;;1052.00;
G07098;2014-11-26;2014-11;;2.2;;1000.00;
G07098;2014-11-26;2014-11;;2.3;;2050.00;
G07098;2014-11-26;2014-11;;3.2;;1005.00;
G07091;2014-11-14;2014-11;;2.2;;1000.00;
G07091;2014-11-14;2014-11;;2.2;;850.00;
G07091;2014-11-14;2014-11;;2.2;;1400.00;
G07091;2014-11-14;2014-11;;2.2;;1600.00;
G07091;2014-11-14;2014-11;;2.2;;850.00;
G07091;2014-11-14;2014-11;;2.2;;850.00;
G07091;2014-11-14;2014-11;;3.2;;450.00;
G07091;2014-11-14;2014-11;;5.1;;2500.00;
G07079;2014-11-30;2014-11;;;;;
G07096;2014-11-19;2014-11;;2.1;;3000.00;
G07096;2014-11-05;2014-11;;2.1;;1200.00;
G07096;2014-11-05;2014-11;;2.1;;2000.00;
G07096;2014-11-05;2014-11;;2.2;;1300.00;
G07096;2014-11-05;2014-11;;2.2;;1460.00;
G07096;2014-11-05;2014-11;;2.2;;600.00;
G07096;2014-11-05;2014-11;;2.3;;2000.00;
G07096;2014-11-05;2014-11;;2.3;;2000.00;
G07096;2014-11-05;2014-11;;5.1;;979.00;
G07118;2014-11-21;2014-11;;2.2;;1000.00;
G07118;2014-11-21;2014-11;;2.2;;600.00;
G07118;2014-11-21;2014-11;;2.3;;1500.00;
G07086;2014-11-20;2014-11;;2.3;;2000.00;
G07086;2014-11-08;2014-11;;3.2;;500.00;
G07081;2014-11-19;2014-11;;2.2;;2000.00;
G07081;2014-11-19;2014-11;;2.2;;2000.00;
G07081;2014-11-19;2014-11;;2.2;;2000.00;
G07081;2014-11-19;2014-11;;2.3;;1800.00;
G07081;2014-11-19;2014-11;;2.3;;900.00;
G07081;2014-11-19;2014-11;;2.3;;1800.00;
G07081;2014-11-19;2014-11;;2.3;;1800.00;
G07101;2014-11-03;2014-11;;2.1;;3000.00;
G07101;2014-11-03;2014-11;;2.1;;3000.00;
G07101;2014-11-03;2014-11;;2.1;;3000.00;
G07101;2014-11-03;2014-11;;2.2;;1500.00;
G07101;2014-11-03;2014-11;;2.2;;1500.00;
G07101;2014-11-03;2014-11;;2.2;;1500.00;
G07101;2014-11-03;2014-11;;2.3;;1900.00;
G07101;2014-11-03;2014-11;;2.3;;500.00;
G07101;2014-11-03;2014-11;;3.2;;1980.00;
G07084;2014-11-03;2014-11;;2.2;;2000.00;
G07084;2014-11-03;2014-11;;2.2;;600.00;
G07084;2014-11-01;2014-11;;2.3;;1275.00;
G07084;2014-11-03;2014-11;;2.3;;1500.00;
G07084;2014-11-03;2014-11;;2.3;;950.00;
G07084;2014-11-03;2014-11;;5.3;;1450.00;
G07084;2014-11-04;2014-11;;3.2;;1350.00;
G07084;2014-11-03;2014-11;;5.1;;1430.00;
G07084;2014-11-03;2014-11;;5.3;;1800.00;
G07084;2014-11-05;2014-11;;3.2;;538.00;
G07084;2014-11-17;2014-11;;5.1;;2000.00;
G07084;2014-11-25;2014-11;;3.2;;1800.00;
G07106;2014-11-30;2014-11;;;;;
G07085;2014-11-03;2014-11;;2.3;;1500.00;
G07085;2014-11-03;2014-11;;2.3;;600.00;
G07085;2014-11-03;2014-11;;2.3;;1500.00;
G07085;2014-11-17;2014-11;;2.3;;750.00;
G07085;2014-11-26;2014-11;;5.1;;2000.00;
G03569;2014-11-03;2014-11;;2.2;;2000.00;
G03569;2014-11-03;2014-11;;2.2;;2000.00;
G03569;2014-11-03;2014-11;;2.3;;1500.00;
G03569;2014-11-03;2014-11;;2.3;;2000.00;
G03569;2014-11-03;2014-11;;2.3;;1500.00;
G03569;2014-11-03;2014-11;;2.3;;2000.00;
G03569;2014-11-03;2014-11;;3.2;;500.00;
G03569;2014-11-03;2014-11;;3.2;;220.00;
G03569;2014-11-03;2014-11;;3.2;;400.00;
G03569;2014-11-07;2014-11;;3.2;;290.40;
G03571;2014-11-05;2014-11;;2.1;;753.90;
G03571;2014-11-05;2014-11;;2.2;;1250.00;
G03571;2014-11-05;2014-11;;2.3;;2500.00;
G03571;2014-11-05;2014-11;;2.3;;1500.00;
G03571;2014-11-05;2014-11;;2.3;;600.00;
G03571;2014-11-05;2014-11;;2.3;;600.00;
G03571;2014-11-05;2014-11;;2.3;;1000.00;
G03571;2014-11-28;2014-11;;3.2;;350.00;
G03571;2014-11-05;2014-11;;3.2;;340.00;
G03568;2014-11-26;2014-11;;2.1;;1500.00;
G03568;2014-11-03;2014-11;;2.2;;1500.00;
G03568;2014-11-03;2014-11;;2.2;;1500.00;
G03568;2014-11-03;2014-11;;2.2;;1600.00;
G03568;2014-11-03;2014-11;;2.3;;1600.00;
G03568;2014-11-03;2014-11;;2.3;;1500.00;
G03568;2014-11-03;2014-11;;2.3;;1600.00;
G03568;2014-11-03;2014-11;;2.3;;1500.00;
G03568;2014-11-03;2014-11;;2.3;;1500.00;
G03568;2014-11-03;2014-11;;2.3;;1600.00;
G03568;2014-11-03;2014-11;;2.3;;1600.00;
G03568;2014-11-11;2014-11;;3.2;;600.00;
G03568;2014-11-18;2014-11;;3.2;;2631.75;
G03568;2014-11-03;2014-11;;3.2;;310.00;
G03568;2014-11-03;2014-11;;3.2;;1000.00;
G03568;2014-11-13;2014-11;;5.1;;1064.00;
G03568;2014-11-13;2014-11;;5.1;;2000.00;
G03570;2014-11-05;2014-11;;2.3;;500.00;
G03570;2014-11-05;2014-11;;2.3;;500.00;
G03570;2014-11-14;2014-11;;2.3;;500.00;
G03570;2014-11-05;2014-11;;2.3;;1500.00;
G03570;2014-11-05;2014-11;;3.2;;500.00;
G03570;2014-11-05;2014-11;;3.2;;269.60;
G12162;2014-11-03;2014-11;;2.2;;1500.00;
G12162;2014-11-03;2014-11;;2.3;;1200.00;
G12162;2014-11-03;2014-11;;2.3;;1200.00;
G12162;2014-11-03;2014-11;;2.3;;1350.00;
G12162;2014-11-06;2014-11;;2.3;;1500.00;
G12162;2014-11-04;2014-11;;2.3;;500.00;
G12162;2014-11-06;2014-11;;2.3;;1000.00;
G12162;2014-11-03;2014-11;;2.3;;400.00;
G12162;2014-11-03;2014-11;;2.3;;1500.00;
G12162;2014-11-03;2014-11;;2.3;;400.00;
G12162;2014-11-03;2014-11;;2.3;;1000.00;
G12162;2014-11-03;2014-11;;2.3;;1350.00;
G12162;2014-11-03;2014-11;;3.2;;500.00;
G12162;2014-11-03;2014-11;;3.2;;315.50;
G12020;2014-11-06;2014-11;;2.3;;700.00;
G12020;2014-11-06;2014-11;;2.3;;1500.00;
G12020;2014-11-06;2014-11;;2.3;;2700.00;
G12020;2014-11-06;2014-11;;2.3;;1300.00;
G12020;2014-11-11;2014-11;;2.3;;700.00;
G12020;2014-11-06;2014-11;;2.3;;350.00;
G12020;2014-11-06;2014-11;;2.3;;2700.00;
G12020;2014-11-19;2014-11;;3.1;;721.00;
G12020;2014-11-20;2014-11;;3.2;;2884.00;
G12022;2014-11-04;2014-11;;2.1;;2400.00;
G12022;2014-11-04;2014-11;;2.2;;2000.00;
G12022;2014-11-04;2014-11;;2.2;;2000.00;
G12022;2014-11-04;2014-11;;2.2;;2000.00;
G12022;2014-11-04;2014-11;;2.3;;2000.00;
G12022;2014-11-04;2014-11;;2.3;;2000.00;
G12022;2014-11-04;2014-11;;2.3;;2000.00;
G12022;2014-11-04;2014-11;;2.3;;2000.00;
G12022;2014-11-04;2014-11;;2.3;;2000.00;
G12022;2014-11-04;2014-11;;2.3;;2000.00;
G12022;2014-11-04;2014-11;;2.3;;2000.00;
G12022;2014-11-04;2014-11;;2.3;;800.00;
G12022;2014-11-04;2014-11;;2.3;;2000.00;
G12022;2014-11-04;2014-11;;2.3;;1000.00;
G12022;2014-11-14;2014-11;;5.1;;4200.00;
G12021;2014-11-25;2014-11;;2.1;;1000.00;
G12021;2014-11-21;2014-11;;2.2;;1600.00;
G12021;2014-11-21;2014-11;;2.2;;500.00;
G12021;2014-11-21;2014-11;;2.3;;1900.00;
G12021;2014-11-21;2014-11;;2.3;;300.00;
G12021;2014-11-21;2014-11;;2.3;;500.00;
G12021;2014-11-17;2014-11;;2.3;;500.00;
G12021;2014-11-20;2014-11;;3.2;;1500.00;
G12021;2014-11-26;2014-11;;3.2;;320.00;
G12021;2014-11-21;2014-11;;3.2;;500.00;
G03575;2014-11-03;2014-11;;2.1;;1300.00;
G03575;2014-11-03;2014-11;;2.1;;1900.00;
G03575;2014-11-03;2014-11;;2.1;;1000.00;
G03575;2014-11-03;2014-11;;2.1;;2400.00;
G03575;2014-11-03;2014-11;;2.2;;1000.00;
G03575;2014-11-03;2014-11;;2.2;;1400.00;
G03575;2014-11-03;2014-11;;2.2;;1500.00;
G03575;2014-11-03;2014-11;;2.2;;1450.00;
G03575;2014-11-03;2014-11;;2.2;;1300.00;
G03575;2014-11-03;2014-11;;2.3;;1900.00;
G03575;2014-11-03;2014-11;;2.3;;1200.00;
G03575;2014-11-03;2014-11;;2.3;;1500.00;
G03575;2014-11-21;2014-11;;2.3;;1500.00;
G03575;2014-11-03;2014-11;;2.3;;1450.00;
G03575;2014-11-03;2014-11;;2.3;;2000.00;
G03575;2014-11-03;2014-11;;2.3;;900.00;
G03575;2014-11-03;2014-11;;2.3;;500.00;
G03575;2014-11-03;2014-11;;3.2;;600.00;
G03575;2014-11-03;2014-11;;3.2;;280.00;
G03575;2014-11-07;2014-11;;3.2;;500.00;
G03575;2014-11-07;2014-11;;3.2;;300.00;
G03583;2014-11-03;2014-11;;2.1;;1800.00;
G03583;2014-11-03;2014-11;;2.2;;3000.00;
G03583;2014-11-03;2014-11;;2.2;;2900.00;
G03583;2014-11-03;2014-11;;2.2;;3000.00;
G03583;2014-11-03;2014-11;;2.2;;400.00;
G03583;2014-11-03;2014-11;;2.3;;2300.00;
G03583;2014-11-03;2014-11;;2.3;;3300.00;
G03583;2014-11-03;2014-11;;2.3;;2300.00;
G03583;2014-11-03;2014-11;;2.3;;500.00;
G03583;2014-11-14;2014-11;;2.1;;3500.00;
G03583;2014-11-07;2014-11;;3.2;;145.20;
G03576;2014-11-05;2014-11;;2.3;;500.00;
G03576;2014-11-05;2014-11;;2.3;;700.00;
G03576;2014-11-06;2014-11;;2.3;;1200.00;
G03576;2014-11-06;2014-11;;2.3;;1200.00;
G03576;2014-11-06;2014-11;;2.3;;500.00;
G03576;2014-11-06;2014-11;;2.3;;700.00;
G03576;2014-11-19;2014-11;;2.3;;2000.00;
G03576;2014-11-01;2014-11;;3.2;;190.00;
G03576;2014-11-05;2014-11;;3.2;;500.00;
G03576;2014-11-06;2014-11;;3.2;;1000.00;
G03576;2014-11-12;2014-11;;3.2;;310.00;
G03576;2014-11-21;2014-11;;3.2;;600.00;
G03576;2014-11-13;2014-11;;4.3;;935.00;
G03576;2014-11-12;2014-11;;5.1;;332.00;
G03577;2014-11-26;2014-11;;2.1;;1000.00;
G03577;2014-11-05;2014-11;;2.1;;2000.00;
G03577;2014-11-05;2014-11;;2.3;;1200.00;
G03577;2014-11-13;2014-11;;2.3;;2000.00;
G03577;2014-11-05;2014-11;;2.3;;2000.00;
G03577;2014-11-05;2014-11;;2.3;;900.00;
G03577;2014-11-05;2014-11;;2.3;;750.00;
G03577;2014-11-05;2014-11;;2.3;;800.00;
G03577;2014-11-05;2014-11;;2.3;;900.00;
G03577;2014-11-05;2014-11;;2.3;;1000.00;
G03577;2014-11-07;2014-11;;3.2;;1663.00;
G03577;2014-11-03;2014-11;;3.2;;16.94;
G03577;2014-11-05;2014-11;;3.2;;500.00;
G03577;2014-11-13;2014-11;;3.2;;974.00;
G03577;2014-11-17;2014-11;;3.2;;1000.00;
G03577;2014-11-10;2014-11;;3.2;;720.00;
G03577;2014-11-05;2014-11;;3.2;;740.00;
G03577;2014-11-03;2014-11;;5.1;;1800.00;
G03577;2014-11-17;2014-11;;5.1;;1800.00;
G03577;2014-11-21;2014-11;;5.1;;938.85;
G03577;2014-11-25;2014-11;;5.1;;1995.00;
G03577;2014-11-26;2014-11;;5.1;;2000.00;
G03577;2014-11-13;2014-11;;5.1;;470.00;
G03577;2014-11-05;2014-11;;5.3;;1298.00;
G03579;2014-11-03;2014-11;;2.1;;1400.00;
G03579;2014-11-03;2014-11;;2.1;;1880.00;
G03579;2014-11-03;2014-11;;2.1;;1400.00;
G03579;2014-11-03;2014-11;;2.1;;1000.00;
G03579;2014-11-03;2014-11;;2.1;;1500.00;
G03579;2014-11-03;2014-11;;2.1;;2500.00;
G03579;2014-11-03;2014-11;;2.1;;500.00;
G03579;2014-11-07;2014-11;;2.1;;2000.00;
G03579;2014-11-18;2014-11;;2.1;;600.00;
G03579;2014-11-03;2014-11;;2.2;;1000.00;
G03579;2014-11-03;2014-11;;2.2;;1100.00;
G03579;2014-11-03;2014-11;;2.2;;1300.00;
G03579;2014-11-03;2014-11;;2.2;;300.00;
G03579;2014-11-03;2014-11;;2.2;;500.00;
G03579;2014-11-03;2014-11;;2.2;;300.00;
G03579;2014-11-03;2014-11;;2.2;;1400.00;
G03579;2014-11-03;2014-11;;2.2;;2000.00;
G03579;2014-11-03;2014-11;;2.2;;1000.00;
G03579;2014-11-03;2014-11;;2.2;;1800.00;
G03579;2014-11-03;2014-11;;2.2;;1400.00;
G03579;2014-11-03;2014-11;;2.2;;700.00;
G03579;2014-11-03;2014-11;;2.2;;1060.00;
G03579;2014-11-03;2014-11;;2.2;;1000.00;
G03579;2014-11-25;2014-11;;2.2;;1100.00;
G03579;2014-11-25;2014-11;;2.3;;1700.00;
G03579;2014-11-28;2014-11;;2.3;;1700.00;
G03579;2014-11-03;2014-11;;2.3;;1400.00;
G03579;2014-11-03;2014-11;;2.3;;300.00;
G03579;2014-11-03;2014-11;;2.3;;300.00;
G03579;2014-11-03;2014-11;;2.3;;1200.00;
G03579;2014-11-03;2014-11;;2.3;;800.00;
G03579;2014-11-03;2014-11;;2.3;;800.00;
G03579;2014-11-07;2014-11;;2.3;;1000.00;
G03579;2014-11-03;2014-11;;3.2;;800.00;
G03579;2014-11-06;2014-11;;3.2;;2000.00;
G03579;2014-11-05;2014-11;;3.2;;225.00;
G03579;2014-11-06;2014-11;;3.2;;700.00;
G03579;2014-11-13;2014-11;;3.2;;1150.00;
G03579;2014-11-30;2014-11;;3.2;;744.00;
G03579;2014-11-14;2014-11;;3.2;;1100.00;
G03579;2014-11-20;2014-11;;3.2;;2000.00;
G03579;2014-11-03;2014-11;;4.1;;2000.00;
G03579;2014-11-28;2014-11;;4.1;;2000.00;
G03579;2014-11-21;2014-11;;5.1;;800.00;
G03580;2014-11-01;2014-11;;2.3;;2000.00;
G03580;2014-11-01;2014-11;;2.3;;2000.00;
G03580;2014-11-01;2014-11;;2.3;;3000.00;
G03580;2014-11-01;2014-11;;2.3;;2000.00;
G03580;2014-11-01;2014-11;;3.2;;1500.00;
G03591;2014-11-04;2014-11;;2.3;;800.00;
G03591;2014-11-04;2014-11;;2.3;;1300.00;
G03591;2014-11-04;2014-11;;2.3;;900.00;
G03591;2014-11-03;2014-11;;3.2;;2000.00;
G03591;2014-11-04;2014-11;;3.2;;1200.00;
G03591;2014-11-07;2014-11;;3.2;;578.50;
G03591;2014-11-10;2014-11;;3.2;;1700.00;
G03591;2014-11-13;2014-11;;3.2;;104.00;
G03591;2014-11-17;2014-11;;3.2;;850.00;
G03591;2014-11-17;2014-11;;3.2;;1950.00;
G03591;2014-11-26;2014-11;;3.2;;1700.00;
G03591;2014-11-26;2014-11;;3.2;;565.00;
G03591;2014-11-27;2014-11;;3.2;;1021.00;
G03592;2014-11-01;2014-11;;2.2;;2000.00;
G03592;2014-11-30;2014-11;;2.3;;1000.00;
G03592;2014-11-01;2014-11;;2.3;;2000.00;
G03592;2014-11-30;2014-11;;2.3;;1500.00;
G03592;2014-11-03;2014-11;;3.2;;1000.00;
G03592;2014-11-03;2014-11;;3.2;;300.00;
G03592;2014-11-03;2014-11;;5.1;;1700.00;
G03592;2014-11-03;2014-11;;5.1;;332.00;
G98905;2014-11-07;2014-11;;2.1;;3000.00;
G98905;2014-11-07;2014-11;;2.2;;2000.00;
G98905;2014-11-07;2014-11;;2.2;;2000.00;
G98905;2014-11-07;2014-11;;2.3;;1000.00;
G98905;2014-11-18;2014-11;;3.1;;1040.00;
G98905;2014-11-07;2014-11;;4.1;;421.00;
G98905;2014-11-09;2014-11;;4.1;;80.00;
G98905;2014-11-30;2014-11;;4.1;;160.00;
G98905;2014-11-29;2014-11;;4.1;;230.00;
G98905;2014-11-13;2014-11;;4.1;;99.00;
G98905;2014-11-15;2014-11;;4.1;;50.00;
G98905;2014-11-08;2014-11;;4.2;;60.00;
G98905;2014-11-13;2014-11;;3.2;;500.00;
G98906;2014-11-28;2014-11;;2.2;;1500.00;
G98906;2014-11-28;2014-11;;2.2;;1500.00;
G98906;2014-11-28;2014-11;;2.2;;1500.00;
G98906;2014-11-28;2014-11;;2.3;;2000.00;
G98906;2014-11-28;2014-11;;2.3;;1500.00;
G98906;2014-11-04;2014-11;;3.2;;605.00;
G98906;2014-11-13;2014-11;;3.2;;1870.00;
G98906;2014-11-28;2014-11;;3.2;;500.00;
G98906;2014-11-21;2014-11;;4.3;;13085.00;
G98906;2014-11-21;2014-11;;4.3;;1508.00;
G12147;2014-11-04;2014-11;;2.1;;1900.00;
G12147;2014-11-12;2014-11;;2.1;;1900.00;
G12147;2014-11-07;2014-11;;2.2;;1000.00;
G12147;2014-11-14;2014-11;;2.2;;1900.00;
G12147;2014-11-18;2014-11;;2.2;;1500.00;
G12147;2014-11-18;2014-11;;2.2;;1500.00;
G12147;2014-11-18;2014-11;;2.2;;1500.00;
G12147;2014-11-18;2014-11;;2.2;;1650.00;
G12147;2014-11-07;2014-11;;2.3;;1700.00;
G12147;2014-11-18;2014-11;;2.3;;1500.00;
G12147;2014-11-04;2014-11;;2.3;;1800.00;
G09274;2014-11-28;2014-11;;2.1;;2000.00;
G09274;2014-11-07;2014-11;;2.2;;1100.00;
G09274;2014-11-07;2014-11;;2.2;;600.00;
G09274;2014-11-07;2014-11;;2.2;;1900.00;
G09274;2014-11-07;2014-11;;2.2;;1400.00;
G09274;2014-11-14;2014-11;;2.3;;1100.00;
G09274;2014-11-09;2014-11;;2.3;;1600.00;
G09274;2014-11-09;2014-11;;2.3;;1200.00;
G09274;2014-11-07;2014-11;;2.3;;1600.00;
G09274;2014-11-11;2014-11;;3.2;;600.00;
G09297;2014-11-03;2014-11;;2.3;;2000.00;
G09297;2014-11-03;2014-11;;2.3;;2000.00;
G09297;2014-11-03;2014-11;;2.3;;2000.00;
G09297;2014-11-03;2014-11;;2.3;;2000.00;
G09297;2014-11-04;2014-11;;2.3;;1290.00;
G09297;2014-11-06;2014-11;;3.2;;402.00;
G09297;2014-11-07;2014-11;;3.2;;440.00;
G10436;2014-11-14;2014-11;;2.3;;2000.00;
G10436;2014-11-14;2014-11;;2.3;;2000.00;
G10436;2014-11-14;2014-11;;2.3;;700.00;
G10436;2014-11-28;2014-11;;3.2;;500.00;
G10436;2014-11-14;2014-11;;3.2;;2600.00;
G10436;2014-11-14;2014-11;;3.2;;3357.10;
G10436;2014-11-14;2014-11;;5.1;;1680.00;
G03615;2014-11-07;2014-11;;2.1;;1820.00;
G03615;2014-11-28;2014-11;;2.2;;1500.00;
G03615;2014-11-28;2014-11;;2.2;;2000.00;
G03615;2014-11-07;2014-11;;2.3;;2000.00;
G03615;2014-11-07;2014-11;;2.3;;2000.00;
G03615;2014-11-07;2014-11;;2.3;;2000.00;
G03615;2014-11-07;2014-11;;3.2;;500.00;
G03615;2014-11-05;2014-11;;3.2;;290.40;
G03615;2014-11-15;2014-11;;4.3;;1450.00;
G98902;2014-11-07;2014-11;;2.1;;2500.00;
G98902;2014-11-14;2014-11;;2.2;;400.00;
G98902;2014-11-14;2014-11;;2.2;;800.00;
G98902;2014-11-05;2014-11;;2.2;;1600.00;
G98902;2014-11-10;2014-11;;2.3;;3600.00;
G98902;2014-11-07;2014-11;;2.3;;1000.00;
G98902;2014-11-02;2014-11;;3.2;;170.00;
G98902;2014-11-10;2014-11;;3.2;;43.00;
G98902;2014-11-10;2014-11;;3.2;;57.00;
G98902;2014-11-10;2014-11;;3.2;;18.00;
G98902;2014-11-10;2014-11;;3.2;;28.00;
G98902;2014-11-30;2014-11;;3.2;;84.00;
G98902;2014-11-18;2014-11;;3.2;;100.00;
G98902;2014-11-05;2014-11;;4.3;;890.00;
G98902;2014-11-05;2014-11;;4.3;;490.00;
G98902;2014-11-07;2014-11;;4.3;;500.00;
G98902;2014-11-07;2014-11;;4.3;;610.00;
G98902;2014-11-07;2014-11;;4.3;;720.00;
G98902;2014-11-25;2014-11;;5.1;;600.00;
G98904;2014-11-03;2014-11;;2.1;;2000.00;
G98904;2014-11-03;2014-11;;2.1;;1000.00;
G98904;2014-11-03;2014-11;;2.3;;3000.00;
G98904;2014-11-03;2014-11;;2.3;;2000.00;
G98904;2014-11-03;2014-11;;2.3;;2500.00;
G98904;2014-11-04;2014-11;;2.3;;2000.00;
G98907;2014-11-19;2014-11;;2.1;;1200.00;
G98907;2014-11-06;2014-11;;3.2;;500.00;
G98907;2014-11-12;2014-11;;3.2;;300.00;
G98907;2014-11-12;2014-11;;4.1;;658.00;
G98907;2014-11-19;2014-11;;4.1;;500.00;
G98907;2014-11-20;2014-11;;5.1;;500.00;
G98908;2014-11-04;2014-11;;2.1;;1440.00;
G98908;2014-11-04;2014-11;;2.3;;2000.00;
