efector;fechaGasto;periodo;numero_comprobante_gasto;codigogasto;efector_sesion;monto;concepto
G98908;2014-11-04;2014-11;;2.3;;300.00;
G98908;2014-11-04;2014-11;;2.3;;1500.00;
G98908;2014-11-04;2014-11;;3.2;;390.00;
G98908;2014-11-06;2014-11;;3.2;;309.00;
G98912;2014-11-03;2014-11;;2.1;;2110.00;
G98912;2014-11-10;2014-11;;2.1;;1200.00;
G98912;2014-11-10;2014-11;;2.1;;1400.00;
G98912;2014-11-10;2014-11;;2.2;;250.00;
G98912;2014-11-19;2014-11;;2.2;;1200.00;
G98912;2014-11-19;2014-11;;2.2;;1200.00;
G98912;2014-11-10;2014-11;;2.3;;800.00;
G98912;2014-11-10;2014-11;;2.3;;1950.00;
G98912;2014-11-03;2014-11;;3.2;;500.00;
G98912;2014-11-03;2014-11;;3.2;;264.00;
G98909;2014-11-06;2014-11;;2.2;;1000.00;
G98909;2014-11-04;2014-11;;2.2;;1650.00;
G98909;2014-11-04;2014-11;;2.2;;1650.00;
G98909;2014-11-11;2014-11;;2.3;;900.00;
G98909;2014-11-05;2014-11;;2.3;;1200.00;
G98909;2014-11-11;2014-11;;2.3;;1250.00;
G98909;2014-11-11;2014-11;;2.3;;600.00;
G98909;2014-11-05;2014-11;;2.3;;850.00;
G98909;2014-11-05;2014-11;;3.2;;1500.00;
G07492;2014-11-07;2014-11;;2.1;;3500.00;
G07492;2014-11-06;2014-11;;2.1;;3500.00;
G07492;2014-11-19;2014-11;;2.3;;1700.00;
G07092;2014-11-04;2014-11;;2.1;;3500.00;
G07092;2014-11-04;2014-11;;2.1;;3200.00;
G07092;2014-11-04;2014-11;;2.1;;700.00;
G07092;2014-11-04;2014-11;;2.1;;2450.00;
G07092;2014-11-04;2014-11;;2.1;;1600.00;
G07092;2014-11-04;2014-11;;2.1;;1750.00;
G07092;2014-11-04;2014-11;;2.1;;800.00;
G07092;2014-11-04;2014-11;;2.1;;1400.00;
G07092;2014-11-04;2014-11;;2.1;;1450.00;
G07092;2014-11-04;2014-11;;2.1;;2400.00;
G07092;2014-11-04;2014-11;;2.1;;2400.00;
G07092;2014-11-04;2014-11;;2.1;;2560.00;
G07092;2014-11-07;2014-11;;2.1;;1400.00;
G07092;2014-11-07;2014-11;;2.1;;400.00;
G07092;2014-11-14;2014-11;;2.1;;3000.00;
G07092;2014-11-18;2014-11;;2.1;;3300.00;
G07092;2014-11-04;2014-11;;2.2;;1850.00;
G07092;2014-11-04;2014-11;;2.2;;1850.00;
G07092;2014-11-04;2014-11;;2.2;;1850.00;
G07092;2014-11-04;2014-11;;2.2;;1850.00;
G07092;2014-11-04;2014-11;;2.2;;290.00;
G07092;2014-11-04;2014-11;;2.3;;1850.00;
G07092;2014-11-04;2014-11;;2.3;;1545.00;
G07092;2014-11-04;2014-11;;2.3;;1750.00;
G07092;2014-11-04;2014-11;;2.3;;2287.50;
G07092;2014-11-04;2014-11;;2.3;;1850.00;
G07092;2014-11-04;2014-11;;2.3;;1850.00;
G07092;2014-11-04;2014-11;;2.3;;1757.50;
G07092;2014-11-04;2014-11;;2.3;;1850.00;
G07092;2014-11-04;2014-11;;2.3;;1850.00;
G07092;2014-11-04;2014-11;;2.3;;1850.00;
G07092;2014-11-04;2014-11;;2.3;;750.00;
G07092;2014-11-04;2014-11;;2.3;;1757.50;
G07092;2014-11-04;2014-11;;2.3;;1500.00;
G07092;2014-11-03;2014-11;;3.2;;880.00;
G07092;2014-11-04;2014-11;;3.2;;4042.50;
G07092;2014-11-04;2014-11;;3.2;;82.50;
G07092;2014-11-04;2014-11;;3.2;;106.00;
G07092;2014-11-04;2014-11;;3.2;;4091.46;
G07092;2014-11-04;2014-11;;3.2;;126.54;
G07092;2014-11-19;2014-11;;3.2;;870.00;
G07092;2014-11-19;2014-11;;3.2;;435.00;
G07092;2014-11-19;2014-11;;3.2;;1140.00;
G07092;2014-11-19;2014-11;;3.2;;750.00;
G07092;2014-11-19;2014-11;;3.2;;1048.75;
G07092;2014-11-19;2014-11;;3.2;;131.25;
G07092;2014-11-26;2014-11;;3.2;;883.00;
G07092;2014-11-26;2014-11;;3.2;;950.00;
G07092;2014-11-27;2014-11;;3.2;;380.00;
G07092;2014-11-27;2014-11;;3.2;;300.00;
G07092;2014-11-27;2014-11;;3.2;;110.00;
G07080;2014-11-03;2014-11;;2.1;;1000.00;
G07080;2014-11-03;2014-11;;2.1;;1000.00;
G07080;2014-11-03;2014-11;;2.1;;1400.00;
G07080;2014-11-03;2014-11;;2.2;;1000.00;
G07080;2014-11-03;2014-11;;2.2;;1000.00;
G07080;2014-11-03;2014-11;;2.2;;1000.00;
G07080;2014-11-03;2014-11;;2.2;;1000.00;
G07080;2014-11-03;2014-11;;2.2;;1500.00;
G07080;2014-11-03;2014-11;;2.2;;1500.00;
G07080;2014-11-03;2014-11;;2.2;;1000.00;
G07080;2014-11-03;2014-11;;2.2;;1000.00;
G07080;2014-11-03;2014-11;;2.2;;1200.00;
G07080;2014-11-03;2014-11;;2.2;;1500.00;
G07080;2014-11-03;2014-11;;2.2;;500.00;
G07080;2014-11-03;2014-11;;2.2;;2000.00;
G07080;2014-11-03;2014-11;;2.2;;800.00;
G07080;2014-11-03;2014-11;;2.2;;1500.00;
G07080;2014-11-03;2014-11;;2.3;;1600.00;
G07080;2014-11-03;2014-11;;2.3;;1000.00;
G07080;2014-11-03;2014-11;;2.3;;1200.00;
G07080;2014-11-03;2014-11;;2.3;;800.00;
G07080;2014-11-03;2014-11;;2.3;;1000.00;
G07080;2014-11-03;2014-11;;2.3;;1500.00;
G07080;2014-11-03;2014-11;;2.3;;1000.00;
G07080;2014-11-03;2014-11;;2.3;;800.00;
G07080;2014-11-03;2014-11;;2.3;;1000.00;
G07080;2014-11-03;2014-11;;2.3;;600.00;
G07080;2014-11-03;2014-11;;2.3;;700.00;
G07080;2014-11-03;2014-11;;2.3;;900.00;
G07080;2014-11-03;2014-11;;2.3;;1000.00;
G07080;2014-11-03;2014-11;;2.3;;1000.00;
G07080;2014-11-03;2014-11;;3.2;;700.00;
G07080;2014-11-03;2014-11;;3.2;;1600.00;
G07080;2014-11-03;2014-11;;3.2;;1000.00;
G07080;2014-11-03;2014-11;;3.2;;2000.00;
G07080;2014-11-03;2014-11;;3.2;;600.00;
G07080;2014-11-03;2014-11;;3.2;;290.40;
G07080;2014-11-03;2014-11;;5.1;;1800.00;
G07080;2014-11-03;2014-11;;5.1;;620.00;
G07073;2014-11-18;2014-11;;2.2;;3000.00;
G07073;2014-11-06;2014-11;;2.2;;3000.00;
G07073;2014-11-07;2014-11;;2.2;;900.00;
G07073;2014-11-07;2014-11;;2.2;;900.00;
G07073;2014-11-06;2014-11;;2.2;;1700.00;
G07073;2014-11-06;2014-11;;2.2;;1700.00;
G07073;2014-11-06;2014-11;;2.2;;1600.00;
G07073;2014-11-06;2014-11;;2.2;;2100.00;
G07073;2014-11-07;2014-11;;2.2;;1900.00;
G07073;2014-11-13;2014-11;;2.2;;500.00;
G07073;2014-11-06;2014-11;;2.2;;1000.00;
G07073;2014-11-05;2014-11;;2.2;;1800.00;
G07073;2014-11-05;2014-11;;2.3;;1120.00;
G07073;2014-11-10;2014-11;;2.3;;1680.00;
G07073;2014-11-11;2014-11;;2.3;;2000.00;
G07073;2014-11-05;2014-11;;2.3;;1120.00;
G07073;2014-11-03;2014-11;;2.3;;1750.00;
G07073;2014-11-13;2014-11;;2.3;;500.00;
G07073;2014-11-05;2014-11;;2.3;;3000.00;
G07073;2014-11-14;2014-11;;2.3;;2400.00;
G07073;2014-11-05;2014-11;;2.3;;1200.00;
G07073;2014-11-04;2014-11;;2.3;;3000.00;
G07073;2014-11-04;2014-11;;2.3;;1200.00;
G07073;2014-11-07;2014-11;;2.3;;400.00;
G07073;2014-11-14;2014-11;;2.3;;500.00;
G07073;2014-11-25;2014-11;;2.3;;500.00;
G07073;2014-11-26;2014-11;;2.3;;500.00;
G07073;2014-11-11;2014-11;;3.2;;1933.43;
G07073;2014-11-07;2014-11;;3.2;;1500.00;
G07073;2014-11-13;2014-11;;3.2;;1500.00;
G07073;2014-11-06;2014-11;;3.2;;1746.00;
G07073;2014-11-18;2014-11;;3.2;;854.99;
G07073;2014-11-06;2014-11;;3.2;;459.00;
G07073;2014-11-14;2014-11;;3.2;;500.00;
G07073;2014-11-17;2014-11;;3.2;;1830.00;
G07073;2014-11-18;2014-11;;3.2;;290.40;
G07073;2014-11-06;2014-11;;3.2;;1520.00;
G07073;2014-11-08;2014-11;;3.2;;2619.00;
G07087;2014-11-01;2014-11;;2.3;;1000.00;
G07087;2014-11-29;2014-11;;3.2;;2400.00;
G07087;2014-11-29;2014-11;;3.2;;1400.00;
G07087;2014-11-03;2014-11;;5.1;;538.00;
G07087;2014-11-19;2014-11;;5.1;;1300.00;
G07104;2014-11-04;2014-11;;2.1;;1400.00;
G07104;2014-11-04;2014-11;;2.1;;2000.00;
G07104;2014-11-04;2014-11;;2.1;;2000.00;
G07104;2014-11-04;2014-11;;2.1;;3000.00;
G07104;2014-11-04;2014-11;;2.1;;550.00;
G07104;2014-11-20;2014-11;;2.1;;1100.00;
G07104;2014-11-04;2014-11;;2.2;;1950.00;
G07104;2014-11-04;2014-11;;2.2;;1950.00;
G07104;2014-11-04;2014-11;;2.2;;950.00;
G07104;2014-11-04;2014-11;;2.3;;1950.00;
G07104;2014-11-04;2014-11;;2.3;;1950.00;
G07104;2014-11-04;2014-11;;2.3;;1000.00;
G07104;2014-11-04;2014-11;;2.3;;1950.00;
G07104;2014-11-04;2014-11;;2.3;;1950.00;
G07104;2014-11-04;2014-11;;2.3;;1950.00;
G07104;2014-11-04;2014-11;;2.3;;1950.00;
G07104;2014-11-04;2014-11;;3.2;;440.00;
G07104;2014-11-04;2014-11;;3.2;;500.00;
G07104;2014-11-04;2014-11;;3.2;;650.00;
G07104;2014-11-04;2014-11;;3.2;;560.00;
G07114;2014-11-30;2014-11;;;;;
G07077;2014-11-05;2014-11;;2.1;;1700.00;
G07077;2014-11-07;2014-11;;2.1;;4000.00;
G07077;2014-11-07;2014-11;;2.1;;4920.00;
G07077;2014-11-17;2014-11;;2.1;;5500.00;
G07077;2014-11-19;2014-11;;2.1;;2500.00;
G07077;2014-11-21;2014-11;;2.1;;3000.00;
G07077;2014-11-04;2014-11;;3.2;;1500.00;
G07077;2014-11-04;2014-11;;3.2;;350.00;
G07071;2014-11-28;2014-11;;2.1;;4000.00;
G07071;2014-11-28;2014-11;;2.2;;900.00;
G07071;2014-11-28;2014-11;;2.2;;1400.00;
G07071;2014-11-28;2014-11;;2.2;;800.00;
G07071;2014-11-28;2014-11;;2.2;;800.00;
G07071;2014-11-28;2014-11;;2.2;;800.00;
G07071;2014-11-28;2014-11;;2.3;;800.00;
G07071;2014-11-28;2014-11;;2.3;;500.00;
G07071;2014-11-28;2014-11;;2.3;;500.00;
G07071;2014-11-28;2014-11;;2.3;;2000.00;
G07071;2014-11-28;2014-11;;2.3;;1000.00;
G07071;2014-11-28;2014-11;;2.3;;1000.00;
G07071;2014-11-28;2014-11;;2.3;;1600.00;
G07071;2014-11-28;2014-11;;3.2;;714.00;
G07071;2014-11-28;2014-11;;5.3;;120.00;
G07099;2014-11-28;2014-11;;2.1;;3000.00;
G07099;2014-11-28;2014-11;;2.3;;2500.00;
G07099;2014-11-03;2014-11;;3.2;;14.00;
G07099;2014-11-03;2014-11;;3.2;;2.94;
G07102;2014-11-27;2014-11;;2.1;;2200.00;
G07102;2014-11-27;2014-11;;2.1;;1500.00;
G07102;2014-11-27;2014-11;;2.1;;2200.00;
G07102;2014-11-27;2014-11;;2.1;;3000.00;
G07102;2014-11-14;2014-11;;2.2;;1000.00;
G07102;2014-11-27;2014-11;;2.2;;2000.00;
G07102;2014-11-27;2014-11;;2.2;;2000.00;
G07102;2014-11-27;2014-11;;2.2;;2000.00;
G07102;2014-11-27;2014-11;;2.2;;2000.00;
G07102;2014-11-27;2014-11;;2.3;;2000.00;
G07102;2014-11-27;2014-11;;2.3;;350.00;
G07102;2014-11-27;2014-11;;2.3;;2000.00;
G07102;2014-11-27;2014-11;;2.3;;1200.00;
G07102;2014-11-26;2014-11;;3.1;;850.00;
G07102;2014-11-19;2014-11;;3.2;;1020.00;
G07082;2014-11-14;2014-11;;2.1;;4000.00;
G07082;2014-11-03;2014-11;;2.2;;2000.00;
G07082;2014-11-03;2014-11;;2.3;;1500.00;
G07082;2014-11-01;2014-11;;2.3;;1575.00;
G07082;2014-11-03;2014-11;;2.3;;2000.00;
G07082;2014-11-03;2014-11;;2.3;;1900.00;
G07082;2014-11-22;2014-11;;3.2;;625.00;
G07082;2014-11-03;2014-11;;5.1;;2000.00;
G07082;2014-11-06;2014-11;;5.1;;640.00;
G07082;2014-11-14;2014-11;;5.1;;1670.00;
